n_top,n_bottom,n_outerwear,n_shoes,n_dress,n_accessory,n_total,frac_tshirt,frac_outerwear,frac_winter,frac_formal,n_colors,has_neutral,ghost_ratio,manca_capospalla,manca_scarpe,manca_formale,manca_invernale,troppe_tshirt,poca_varieta_colori,profile
5,7,0,3,0,0,15,0.3333,0.0,0.0,0.0,13,1.0,0.693,1,0,0,1,0,0,summer_only
2,3,0,3,0,0,8,0.25,0.0,0.0,0.0,8,1.0,0.4803,1,0,1,1,0,0,minimal
4,8,0,1,1,4,18,0.0556,0.0,0.1111,0.1111,11,1.0,0.4107,1,1,0,1,0,0,random
17,4,0,2,0,0,23,0.3913,0.0,0.0,0.0,11,1.0,0.0675,1,0,1,1,0,0,tshirt_heavy
13,5,6,4,0,3,31,0.1935,0.1935,0.4194,0.1613,9,1.0,0.2326,0,0,0,0,0,0,balanced
10,8,0,2,4,0,24,0.4167,0.0,0.0,0.1667,7,1.0,0.519,1,0,0,1,1,0,summer_only
7,3,0,5,2,0,17,0.1176,0.0,0.0588,0.3529,12,1.0,0.0984,1,0,0,1,0,0,balanced
6,1,0,1,0,0,8,0.25,0.0,0.0,0.5,7,1.0,0.1297,1,1,0,1,0,0,minimal
1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1,0.0,0.0061,1,1,1,0,0,1,minimal
22,3,0,2,0,0,27,0.5556,0.0,0.0,0.0,7,1.0,0.3283,1,0,1,1,1,0,tshirt_heavy
7,5,9,1,4,0,26,0.0,0.3462,0.3462,0.5385,10,1.0,0.262,0,1,0,0,0,0,formal
22,6,0,5,0,0,33,0.6061,0.0,0.0,0.0,3,1.0,0.0853,1,0,1,1,1,0,tshirt_heavy
20,6,1,6,1,4,38,0.2105,0.0263,0.2632,0.1053,8,1.0,0.7011,1,0,0,0,0,0,balanced
7,5,5,2,1,0,20,0.0,0.25,0.25,0.5,12,1.0,0.4865,0,0,0,0,0,0,formal
2,1,0,1,0,0,4,0.5,0.0,0.0,0.0,1,0.0,0.1346,1,1,1,1,0,1,minimal
15,9,0,3,0,0,27,0.4074,0.0,0.0,0.0,10,1.0,0.4288,1,0,1,1,1,0,tshirt_heavy
6,7,4,1,6,5,29,0.0,0.1379,0.2759,0.3793,7,1.0,0.2648,0,1,0,0,0,0,random
7,8,7,5,4,0,31,0.0,0.2258,0.2258,0.5484,7,1.0,0.4193,0,0,0,0,0,0,formal
14,7,0,5,0,0,26,0.3462,0.0,0.0,0.0,5,1.0,0.1429,1,0,1,1,0,0,tshirt_heavy
15,9,6,3,0,3,36,0.1111,0.1667,0.3333,0.25,12,1.0,0.1229,0,0,0,0,0,0,balanced
15,7,4,4,8,0,38,0.0,0.1053,0.1053,0.6842,6,1.0,0.378,0,1,0,0,0,0,formal
9,7,7,5,6,0,34,0.0,0.2059,0.2059,0.6176,12,1.0,0.4968,0,0,0,0,0,0,formal
5,1,0,0,0,0,6,0.5,0.0,0.0,0.3333,6,1.0,0.1708,1,1,0,1,1,0,minimal
9,5,5,5,2,3,29,0.1034,0.1724,0.3448,0.3448,2,1.0,0.3065,0,0,0,0,0,1,balanced
2,0,0,1,0,0,3,0.6667,0.0,0.0,0.0,2,1.0,0.1215,1,1,1,0,0,1,minimal
11,8,3,3,1,0,26,0.0,0.1154,0.1154,0.5769,10,1.0,0.4792,0,0,0,0,0,0,formal
14,12,14,1,0,11,52,0.0385,0.2692,0.5,0.1923,9,1.0,0.4355,0,1,0,0,0,0,random
10,15,0,1,5,0,31,0.3226,0.0,0.0,0.1613,3,1.0,0.1219,1,1,0,1,0,0,summer_only
1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1,0.0,0.3447,1,1,1,0,0,1,minimal
25,6,0,6,0,0,37,0.5405,0.0,0.0,0.0,2,0.0,0.1788,1,0,1,1,1,1,tshirt_heavy
3,1,0,1,0,0,5,0.6,0.0,0.0,0.0,4,1.0,0.327,1,1,1,0,1,0,minimal
1,1,0,0,0,0,2,0.5,0.0,0.0,0.0,2,1.0,0.0668,1,1,1,0,0,1,minimal
8,3,3,3,3,0,20,0.0,0.15,0.15,0.65,3,1.0,0.1441,0,0,0,0,0,0,formal
9,11,0,2,0,0,22,0.3636,0.0,0.0,0.0,11,1.0,0.5497,1,0,1,1,0,0,tshirt_heavy
8,5,5,5,5,0,28,0.0,0.1786,0.1786,0.5714,2,0.0,0.3643,0,0,0,0,0,1,formal
4,1,3,1,0,5,14,0.0714,0.2143,0.5714,0.3571,7,1.0,0.2768,0,1,0,0,0,0,random
7,2,9,4,4,0,26,0.0,0.3462,0.3462,0.5769,3,1.0,0.5676,0,0,0,0,0,0,formal
2,1,0,2,0,0,5,0.4,0.0,0.0,0.0,2,1.0,0.0631,1,0,1,0,0,1,minimal
1,2,0,0,0,0,3,0.0,0.0,0.0,0.3333,2,1.0,0.16,1,1,1,0,0,1,minimal
8,8,1,4,1,2,24,0.0417,0.0417,0.25,0.2083,13,1.0,0.1699,1,0,0,0,0,0,balanced
10,7,1,2,0,0,20,0.15,0.05,0.2,0.05,11,1.0,0.4412,1,0,1,0,0,0,balanced
2,6,10,2,1,0,21,0.0,0.4762,0.4762,0.4762,10,1.0,0.0553,0,0,0,0,0,0,formal
15,5,0,3,0,0,23,0.6087,0.0,0.0,0.0,13,1.0,0.4773,1,0,1,1,1,0,tshirt_heavy
13,6,7,4,0,1,31,0.129,0.2258,0.3226,0.2903,9,1.0,0.4695,0,0,0,0,0,0,balanced
4,12,4,2,3,7,32,0.0312,0.125,0.2812,0.0938,11,1.0,0.6447,0,0,0,0,0,0,random
4,2,0,1,0,0,7,0.5714,0.0,0.0,0.0,7,1.0,0.2064,1,1,1,1,1,0,minimal
19,6,0,3,0,0,28,0.5357,0.0,0.0,0.0,10,1.0,0.4616,1,0,1,1,1,0,tshirt_heavy
2,2,0,0,0,0,4,0.5,0.0,0.0,0.0,3,1.0,0.165,1,1,1,0,0,0,minimal
1,1,0,1,0,0,3,0.3333,0.0,0.0,0.0,1,0.0,0.3945,1,1,1,0,0,1,minimal
5,4,4,5,5,0,23,0.0,0.1739,0.1739,0.5652,5,1.0,0.1347,0,0,0,0,0,0,formal
11,3,9,0,6,0,29,0.0,0.3103,0.3103,0.7586,7,1.0,0.2776,0,1,0,0,0,0,formal
19,9,0,2,0,0,30,0.5333,0.0,0.0,0.0,8,1.0,0.4884,1,0,1,1,1,0,tshirt_heavy
12,4,0,2,0,0,18,0.5556,0.0,0.0,0.0,6,1.0,0.4544,1,0,1,1,1,0,tshirt_heavy
15,10,0,4,2,0,31,0.4839,0.0,0.0,0.0645,11,1.0,0.3319,1,0,0,1,1,0,summer_only
10,6,1,2,1,2,22,0.2273,0.0455,0.2727,0.1364,12,1.0,0.1127,1,0,0,0,0,0,balanced
6,9,3,4,1,3,26,0.0385,0.1154,0.1923,0.1154,3,1.0,0.4925,0,0,0,0,0,0,random
17,8,0,3,0,0,28,0.4643,0.0,0.0,0.0,6,1.0,0.2704,1,0,1,1,1,0,tshirt_heavy
6,8,8,2,2,5,31,0.0323,0.2581,0.5484,0.129,9,1.0,0.2505,0,0,0,0,0,0,random
2,8,7,4,0,5,26,0.0,0.2692,0.3846,0.2692,2,0.0,0.1013,0,0,0,0,0,1,random
3,6,0,2,3,0,14,0.2143,0.0,0.0,0.2143,6,1.0,0.4327,1,0,0,1,0,0,summer_only
9,3,10,4,6,0,32,0.0,0.3125,0.3125,0.6875,1,0.0,0.0373,0,0,0,0,0,1,formal
4,16,7,0,0,2,29,0.0345,0.2414,0.2759,0.1724,6,1.0,0.4101,0,1,0,0,0,0,random
3,10,0,2,8,0,23,0.1304,0.0,0.0,0.3478,6,1.0,0.1885,1,0,0,1,0,0,summer_only
4,0,0,1,0,0,5,0.6,0.0,0.0,0.2,1,0.0,0.0535,1,1,1,0,1,1,minimal
23,10,0,1,0,0,34,0.5588,0.0,0.0,0.0,10,1.0,0.0818,1,1,1,1,1,0,tshirt_heavy
5,4,7,3,3,0,22,0.0,0.3182,0.3182,0.6364,8,1.0,0.5296,0,0,0,0,0,0,formal
23,7,0,5,0,0,35,0.5143,0.0,0.0,0.0,9,1.0,0.4441,1,0,1,1,1,0,tshirt_heavy
14,11,3,5,2,2,37,0.1351,0.0811,0.1892,0.2703,13,1.0,0.3538,1,0,0,0,0,0,balanced
4,0,0,1,0,0,5,0.6,0.0,0.0,0.2,4,1.0,0.2921,1,1,1,0,1,0,minimal
14,5,1,2,2,0,24,0.1667,0.0417,0.1667,0.2083,13,1.0,0.3639,1,0,0,0,0,0,balanced
9,6,7,6,2,0,30,0.0,0.2333,0.2333,0.4667,2,0.0,0.1443,0,0,0,0,0,1,formal
7,2,4,4,1,3,21,0.0476,0.1905,0.2381,0.3333,11,1.0,0.6225,0,0,0,0,0,0,random
6,9,0,1,2,0,18,0.3333,0.0,0.0,0.1111,4,1.0,0.8009,1,1,0,1,0,0,summer_only
5,9,0,4,3,0,21,0.2381,0.0,0.0,0.1429,13,1.0,0.2599,1,0,0,1,0,0,summer_only
3,2,0,0,0,0,5,0.4,0.0,0.0,0.2,2,1.0,0.1291,1,1,1,0,0,1,minimal
7,10,0,1,2,0,20,0.35,0.0,0.0,0.1,13,1.0,0.1725,1,1,0,1,0,0,summer_only
7,7,8,3,2,0,27,0.0,0.2963,0.2963,0.5556,2,0.0,0.1121,0,0,0,0,0,1,formal
0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,2,1.0,0.376,1,1,1,0,0,1,minimal
13,5,3,3,1,0,25,0.0,0.12,0.12,0.68,4,1.0,0.3237,0,0,0,0,0,0,formal
17,7,0,2,0,0,26,0.5769,0.0,0.0,0.0,13,1.0,0.1588,1,0,1,1,0,0,tshirt_heavy
11,4,1,1,0,9,26,0.1538,0.0385,0.4231,0.0385,7,1.0,0.2968,1,1,1,0,0,1,random
13,4,0,3,2,0,22,0.1818,0.0,0.0455,0.2727,1,0.0,0.5099,1,0,0,1,0,1,balanced
1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1,1.0,0.1081,1,1,1,0,0,1,minimal
4,1,0,0,0,0,5,0.8,0.0,0.0,0.0,2,1.0,0.2185,1,1,1,0,1,1,minimal
25,9,0,4,0,0,38,0.4737,0.0,0.0,0.0,9,1.0,0.5546,1,0,1,1,1,0,tshirt_heavy
8,8,2,4,1,7,30,0.0333,0.0667,0.4,0.1333,10,1.0,0.3712,1,0,0,0,0,0,balanced
5,3,5,0,0,9,22,0.0,0.2273,0.5455,0.0909,4,1.0,0.4434,0,1,0,0,0,0,random
9,6,7,2,1,8,33,0.0606,0.2121,0.3939,0.1212,6,1.0,0.0625,0,0,0,0,0,0,random
8,5,5,4,2,0,24,0.0,0.2083,0.2083,0.5417,12,1.0,0.3296,0,0,0,0,0,0,formal
2,1,0,2,0,0,5,0.2,0.0,0.0,0.2,2,1.0,0.2903,1,0,1,0,0,1,minimal
17,8,0,2,0,0,27,0.4444,0.0,0.0,0.0,13,1.0,0.2276,1,0,1,1,1,0,tshirt_heavy
6,7,5,3,3,0,24,0.0,0.2083,0.2083,0.5,5,1.0,0.1141,0,0,0,0,0,0,formal
9,6,1,4,4,3,27,0.1852,0.037,0.1111,0.1481,9,1.0,0.1949,1,0,0,0,0,0,random
7,12,0,1,4,0,24,0.2917,0.0,0.0,0.1667,3,1.0,0.0547,1,1,0,1,0,0,summer_only
0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1,1.0,0.2854,0,1,1,0,0,1,minimal
3,19,5,1,1,5,34,0.0,0.1471,0.2647,0.1471,6,1.0,0.2709,0,1,0,0,0,0,random
16,3,2,1,2,5,29,0.2069,0.069,0.3448,0.2414,6,1.0,0.4219,1,1,0,0,0,0,balanced
9,6,5,7,0,0,27,0.037,0.1852,0.2593,0.1852,5,1.0,0.3704,0,0,0,0,0,0,balanced
11,10,0,4,3,0,28,0.3929,0.0,0.0,0.1071,3,1.0,0.186,1,0,0,1,0,0,summer_only
16,17,0,5,0,6,44,0.1136,0.0,0.1591,0.0682,1,0.0,0.427,1,0,0,0,0,1,random
7,0,0,0,0,0,7,0.4286,0.0,0.0,0.5714,2,1.0,0.3295,1,1,0,1,1,1,minimal
18,11,0,3,0,0,32,0.375,0.0,0.0,0.0,8,1.0,0.4287,1,0,1,1,0,1,tshirt_heavy
4,13,0,1,3,0,21,0.1905,0.0,0.0,0.1429,8,1.0,0.3026,1,1,0,1,0,0,summer_only
14,7,1,9,1,2,34,0.1176,0.0294,0.1471,0.1765,11,1.0,0.0951,1,0,0,0,0,0,balanced
14,14,3,0,2,6,39,0.1282,0.0769,0.2308,0.1795,8,1.0,0.4969,1,1,0,0,0,0,random
10,4,0,4,0,0,18,0.4444,0.0,0.0,0.0,9,1.0,0.3244,1,0,1,1,1,0,tshirt_heavy
12,6,0,1,4,0,23,0.5217,0.0,0.0,0.1739,2,0.0,0.3886,1,1,0,1,1,1,summer_only
8,6,9,1,2,0,26,0.0,0.3462,0.3462,0.6538,4,1.0,0.3108,0,1,0,0,0,0,formal
18,7,0,8,0,0,33,0.4848,0.0,0.0,0.0,7,1.0,0.044,1,0,1,1,1,0,tshirt_heavy
15,13,0,2,0,0,30,0.4333,0.0,0.0,0.0,6,1.0,0.6321,1,0,1,1,1,0,tshirt_heavy
5,9,4,0,4,2,24,0.0833,0.1667,0.2083,0.25,2,1.0,0.4035,0,1,0,0,0,1,random
7,8,9,2,9,0,35,0.0,0.2571,0.2571,0.6857,9,1.0,0.3782,0,0,0,0,0,0,formal
7,1,0,0,0,0,8,0.875,0.0,0.0,0.0,4,1.0,0.1266,1,1,1,1,1,0,minimal
18,9,0,3,0,0,30,0.4333,0.0,0.0,0.0,2,1.0,0.215,1,0,1,1,1,1,tshirt_heavy
13,9,0,3,1,0,26,0.5,0.0,0.0,0.0385,3,0.0,0.3158,1,0,1,1,1,1,summer_only
9,10,0,3,2,0,24,0.375,0.0,0.0,0.0833,3,1.0,0.1354,1,0,0,1,0,0,summer_only
7,8,8,5,4,0,32,0.0,0.25,0.25,0.5625,11,1.0,0.0671,0,0,0,0,0,0,formal
15,6,7,4,0,1,33,0.1212,0.2121,0.3636,0.2424,10,1.0,0.5331,0,0,0,0,0,0,balanced
13,4,4,3,1,0,25,0.0,0.16,0.16,0.72,6,1.0,0.1384,0,0,0,0,0,0,formal
10,4,3,7,3,0,27,0.0,0.1111,0.1111,0.5556,12,1.0,0.538,0,0,0,0,0,0,formal
8,6,2,1,0,5,22,0.0,0.0909,0.4545,0.0909,10,1.0,0.1597,1,1,0,0,0,0,random
3,0,0,2,0,0,5,0.4,0.0,0.0,0.2,4,1.0,0.3227,1,0,1,0,0,0,minimal
14,18,0,3,0,0,35,0.2857,0.0,0.0,0.0,7,1.0,0.2176,1,0,1,1,0,0,tshirt_heavy
8,11,0,2,5,0,26,0.3077,0.0,0.0,0.1923,7,1.0,0.2779,1,0,0,1,0,0,summer_only
7,4,0,0,0,0,11,0.5455,0.0,0.0,0.0909,9,1.0,0.1338,1,1,1,1,1,0,minimal
8,9,6,4,1,0,28,0.0,0.2143,0.2143,0.4643,10,1.0,0.4919,0,0,0,0,0,0,formal
6,7,0,4,2,0,19,0.3158,0.0,0.0,0.1053,4,1.0,0.1492,1,0,0,1,0,0,summer_only
7,4,6,3,6,0,26,0.0,0.2308,0.2308,0.6923,2,1.0,0.1821,0,0,0,0,0,1,formal
10,6,0,3,3,0,22,0.4545,0.0,0.0,0.1364,10,1.0,0.4534,1,0,0,1,1,0,summer_only
6,0,0,1,0,0,7,0.7143,0.0,0.0,0.1429,1,0.0,0.2923,1,1,1,1,1,1,minimal
3,0,0,0,0,0,3,1.0,0.0,0.0,0.0,2,1.0,0.1209,1,1,1,0,0,1,minimal
14,8,3,2,2,4,33,0.1515,0.0909,0.2121,0.1818,9,1.0,0.0513,1,0,0,0,0,0,random
6,13,0,3,5,0,27,0.2222,0.0,0.0,0.1852,4,1.0,0.0667,1,0,0,1,0,0,summer_only
14,6,4,4,4,1,33,0.2121,0.1212,0.2121,0.303,4,1.0,0.2833,0,0,0,0,0,0,balanced
9,9,0,1,1,0,20,0.45,0.0,0.0,0.05,9,1.0,0.4779,1,1,1,1,1,0,summer_only
2,1,0,2,0,0,5,0.2,0.0,0.0,0.2,1,1.0,0.3437,1,0,1,0,0,1,minimal
15,8,2,4,2,1,32,0.25,0.0625,0.1875,0.125,6,1.0,0.1355,1,0,0,0,0,0,balanced
10,4,4,0,1,2,21,0.0952,0.1905,0.2381,0.381,9,1.0,0.3111,0,1,0,0,0,0,random
6,12,0,2,1,0,21,0.2857,0.0,0.0,0.0476,7,1.0,0.3756,1,0,1,1,0,0,summer_only
14,9,0,4,2,0,29,0.4828,0.0,0.0,0.069,3,1.0,0.2589,1,0,0,1,1,0,summer_only
9,6,1,8,4,0,28,0.0,0.0357,0.0357,0.4643,7,1.0,0.42,1,0,0,0,0,0,formal
13,6,2,4,0,2,27,0.1481,0.0741,0.2963,0.2222,3,1.0,0.522,1,0,0,0,0,0,balanced
5,4,10,2,4,0,25,0.0,0.4,0.4,0.68,13,1.0,0.159,0,0,0,0,0,0,formal
8,9,7,7,4,0,35,0.0,0.2,0.2,0.5143,8,1.0,0.2737,0,0,0,0,0,0,formal
16,7,0,2,0,0,25,0.44,0.0,0.0,0.0,5,1.0,0.0984,1,0,1,1,1,0,tshirt_heavy
3,1,0,0,0,0,4,0.5,0.0,0.0,0.25,4,1.0,0.28,1,1,1,0,0,0,minimal
3,6,7,2,7,0,25,0.0,0.28,0.28,0.56,2,1.0,0.4007,0,0,0,0,0,1,formal
8,4,5,5,1,0,23,0.087,0.2174,0.3478,0.3043,10,1.0,0.6287,0,0,0,0,0,0,balanced
6,13,5,4,4,0,32,0.0,0.1562,0.1562,0.4688,11,1.0,0.1595,0,0,0,0,0,0,formal
5,7,3,6,8,0,29,0.0,0.1034,0.1034,0.5517,1,0.0,0.143,0,0,0,0,0,1,formal
13,2,0,4,3,2,24,0.125,0.0,0.25,0.2917,9,1.0,0.547,1,0,0,0,0,0,balanced
4,0,0,0,0,0,4,1.0,0.0,0.0,0.0,2,0.0,0.412,1,1,1,0,0,1,minimal
8,12,7,0,1,1,29,0.069,0.2414,0.4483,0.1034,10,1.0,0.3321,0,1,0,0,0,0,random
13,11,0,2,0,0,26,0.4231,0.0,0.0,0.0,9,1.0,0.2004,1,0,1,1,1,0,tshirt_heavy
5,1,0,6,0,0,12,0.25,0.0,0.0,0.1667,1,0.0,0.1648,1,0,0,1,0,1,minimal
11,5,2,6,2,2,28,0.1429,0.0714,0.2143,0.3214,2,1.0,0.2062,1,0,0,0,0,1,balanced
5,0,0,0,0,0,5,1.0,0.0,0.0,0.0,2,1.0,0.3985,1,1,1,0,1,1,minimal
10,10,0,4,7,0,31,0.3226,0.0,0.0,0.2258,5,1.0,0.3093,1,0,0,1,0,0,summer_only
2,2,0,1,0,0,5,0.2,0.0,0.0,0.2,2,0.0,0.1289,1,1,1,0,0,1,minimal
15,11,5,2,1,4,38,0.1053,0.1316,0.3684,0.2105,10,1.0,0.3781,0,0,0,0,0,0,balanced
3,2,0,1,0,0,6,0.5,0.0,0.0,0.0,2,0.0,0.123,1,1,1,1,1,1,minimal
9,5,3,1,2,0,20,0.1,0.15,0.2,0.4,11,1.0,0.1814,0,1,0,0,0,0,random
6,4,5,2,8,0,25,0.0,0.2,0.2,0.68,3,1.0,0.2049,0,0,0,0,0,0,formal
1,1,0,0,0,0,2,0.5,0.0,0.0,0.0,2,1.0,0.0707,1,1,1,0,0,1,minimal
9,11,0,3,5,0,28,0.3214,0.0,0.0,0.1786,9,1.0,0.7079,1,0,0,1,0,0,summer_only
7,7,0,3,2,0,19,0.3684,0.0,0.0,0.1053,3,1.0,0.1405,1,0,0,1,0,0,summer_only
14,7,8,5,4,0,38,0.0,0.2105,0.2105,0.6053,5,1.0,0.1126,0,0,0,0,0,0,formal
7,10,0,9,2,0,28,0.25,0.0,0.0,0.0714,7,1.0,0.1331,1,0,0,1,0,0,summer_only
2,2,0,1,0,0,5,0.4,0.0,0.0,0.0,3,1.0,0.1545,1,1,1,0,0,0,minimal
15,6,0,4,0,0,25,0.4,0.0,0.0,0.0,2,0.0,0.2726,1,0,1,1,0,0,tshirt_heavy
5,9,0,0,3,2,19,0.0,0.0,0.2105,0.2105,9,1.0,0.2997,1,1,0,0,0,0,random
26,12,0,1,0,0,39,0.5128,0.0,0.0,0.0,6,1.0,0.2548,1,1,1,1,1,0,tshirt_heavy
1,4,0,0,0,0,5,0.2,0.0,0.0,0.0,5,1.0,0.5368,1,1,1,0,0,0,minimal
6,8,0,5,4,0,23,0.2609,0.0,0.0,0.1739,6,1.0,0.4158,1,0,0,1,0,0,summer_only
13,7,0,2,0,0,22,0.4545,0.0,0.0,0.0,5,1.0,0.407,1,0,1,1,1,0,tshirt_heavy
15,6,0,3,0,0,24,0.5,0.0,0.0,0.0,9,1.0,0.643,1,0,1,1,1,0,tshirt_heavy
11,9,3,2,1,3,29,0.2414,0.1034,0.2414,0.1724,7,1.0,0.2523,0,0,0,0,0,0,balanced
13,6,5,3,4,0,31,0.0,0.1613,0.1613,0.6452,10,1.0,0.0298,0,1,0,0,0,0,formal
11,7,0,6,3,0,27,0.4074,0.0,0.0,0.1111,8,1.0,0.2235,1,0,0,1,1,0,summer_only
14,5,4,3,1,3,30,0.2667,0.1333,0.3333,0.2333,5,1.0,0.3753,1,0,0,0,0,0,balanced
2,2,0,4,0,0,8,0.25,0.0,0.0,0.0,3,1.0,0.3898,1,0,1,1,0,1,minimal
9,5,5,0,0,2,21,0.2381,0.2381,0.4286,0.2381,10,1.0,0.2895,0,1,0,0,0,0,balanced
3,1,0,1,0,0,5,0.2,0.0,0.0,0.4,4,1.0,0.1918,1,1,0,0,0,0,minimal
17,5,0,4,0,0,26,0.5769,0.0,0.0,0.0,9,1.0,0.6019,1,0,1,1,1,0,tshirt_heavy
20,2,0,2,0,0,24,0.7083,0.0,0.0,0.0,13,1.0,0.2533,1,0,0,1,1,0,tshirt_heavy
7,8,7,3,5,0,30,0.0,0.2333,0.2333,0.5667,13,1.0,0.1016,0,0,0,0,0,0,formal
12,6,5,5,1,2,31,0.129,0.1613,0.3548,0.2581,9,1.0,0.3254,0,0,0,0,0,0,balanced
7,2,5,0,3,3,20,0.1,0.25,0.55,0.2,1,0.0,0.1999,0,1,0,0,0,1,random
11,13,0,2,2,0,28,0.3929,0.0,0.0,0.0714,4,1.0,0.0435,1,1,0,1,0,0,summer_only
5,9,5,2,4,0,25,0.0,0.2,0.2,0.56,5,1.0,0.3647,0,0,0,0,0,0,formal
20,7,0,3,0,0,30,0.3667,0.0,0.0,0.0,4,1.0,0.1112,1,0,1,1,0,0,tshirt_heavy
5,1,0,2,0,0,8,0.375,0.0,0.0,0.25,1,1.0,0.5711,1,0,0,1,0,1,minimal
22,8,0,3,0,0,33,0.5455,0.0,0.0,0.0,4,1.0,0.3926,1,0,1,1,1,0,tshirt_heavy
5,6,5,7,4,0,27,0.0,0.1852,0.1852,0.4444,3,1.0,0.3182,0,0,0,0,0,0,formal
15,5,1,6,2,1,30,0.1667,0.0333,0.2,0.2,1,0.0,0.2675,1,0,0,0,0,1,balanced
11,8,2,1,2,3,27,0.0741,0.0741,0.3704,0.1852,2,1.0,0.3503,1,1,0,0,0,1,balanced
15,10,0,3,0,0,28,0.4286,0.0,0.0,0.0,3,1.0,0.4514,1,0,1,1,1,0,tshirt_heavy
12,13,0,2,4,0,31,0.3871,0.0,0.0,0.129,13,1.0,0.5352,1,0,0,1,0,0,summer_only
8,10,7,0,5,0,30,0.0,0.2333,0.2333,0.5333,12,1.0,0.1642,0,1,0,0,0,0,formal
16,4,6,5,1,0,32,0.0625,0.1875,0.3438,0.2812,4,1.0,0.2892,0,0,0,0,0,0,random
12,6,6,5,4,4,37,0.0811,0.1622,0.3514,0.2973,4,1.0,0.2043,0,0,0,0,0,0,balanced
4,6,3,4,1,1,19,0.0,0.1579,0.2632,0.2632,1,0.0,0.7877,0,0,0,0,0,1,random
4,9,4,0,1,4,22,0.0,0.1818,0.3636,0.0909,5,1.0,0.5601,0,1,0,0,0,0,random
17,3,0,3,0,0,23,0.4783,0.0,0.0,0.0,3,1.0,0.1816,1,0,1,1,1,0,tshirt_heavy
8,12,0,1,4,0,25,0.32,0.0,0.0,0.16,9,1.0,0.2102,1,1,0,1,0,0,summer_only
3,0,0,1,0,0,4,0.75,0.0,0.0,0.0,4,0.0,0.4697,1,1,1,0,0,1,minimal
13,4,2,4,1,3,27,0.1481,0.0741,0.2222,0.3333,4,0.0,0.2569,1,0,0,0,0,1,balanced
7,6,0,2,8,0,23,0.3043,0.0,0.0,0.3478,1,0.0,0.3385,1,0,0,1,0,1,summer_only
18,9,0,4,0,0,31,0.4516,0.0,0.0,0.0,6,1.0,0.1458,1,0,1,1,1,0,tshirt_heavy
15,15,5,3,3,5,46,0.0652,0.1087,0.2174,0.1957,8,1.0,0.244,0,0,0,0,0,0,random
7,4,6,5,1,2,25,0.08,0.24,0.44,0.16,5,1.0,0.3681,0,0,0,0,0,0,balanced
8,7,6,6,3,0,30,0.0,0.2,0.2,0.4667,6,1.0,0.3748,0,0,0,0,0,0,formal
5,6,8,5,6,0,30,0.0,0.2667,0.2667,0.5667,4,1.0,0.3201,0,0,0,0,0,0,formal
5,7,3,3,3,0,21,0.0,0.1429,0.1429,0.4762,2,0.0,0.091,0,0,0,0,0,1,formal
3,0,0,1,0,0,4,0.75,0.0,0.0,0.0,4,1.0,0.496,1,1,1,0,0,0,minimal
11,6,2,5,0,3,27,0.0,0.0741,0.2222,0.3333,9,1.0,0.2041,1,0,0,0,1,0,balanced
9,13,0,2,1,0,25,0.36,0.0,0.0,0.04,11,1.0,0.7123,1,0,1,1,0,0,summer_only
6,11,0,1,1,0,19,0.3158,0.0,0.0,0.0526,8,1.0,0.4821,1,1,1,1,0,0,summer_only
2,3,0,2,0,0,7,0.1429,0.0,0.0,0.1429,3,1.0,0.2549,1,0,1,1,0,0,minimal
17,8,0,1,0,0,26,0.5385,0.0,0.0,0.0,8,1.0,0.0701,1,1,1,1,1,0,tshirt_heavy
8,7,3,7,1,3,29,0.1034,0.1034,0.2759,0.2069,10,1.0,0.4035,0,0,0,0,0,0,balanced
24,8,0,3,0,0,35,0.5143,0.0,0.0,0.0,9,1.0,0.3633,1,0,1,1,1,0,tshirt_heavy
24,10,0,3,0,0,37,0.5676,0.0,0.0,0.0,13,1.0,0.1248,1,0,1,1,1,0,tshirt_heavy
6,7,0,3,2,0,18,0.3333,0.0,0.0,0.1111,9,1.0,0.1552,1,0,0,1,0,0,summer_only
24,10,0,4,0,0,38,0.4474,0.0,0.0,0.0,12,1.0,0.2863,1,0,1,1,1,0,tshirt_heavy
16,9,5,0,4,2,36,0.1389,0.1389,0.3056,0.3611,8,1.0,0.2137,0,1,0,0,0,0,random
1,3,4,7,1,4,20,0.0,0.2,0.35,0.15,6,1.0,0.0825,0,0,0,0,0,0,random
26,5,0,1,0,0,32,0.5312,0.0,0.0,0.0,12,1.0,0.0707,1,1,1,1,1,0,tshirt_heavy
12,4,6,9,5,0,36,0.0,0.1667,0.1667,0.5556,9,1.0,0.3425,0,0,0,0,0,0,formal
11,9,5,2,1,3,31,0.1935,0.1613,0.2581,0.1935,11,1.0,0.1626,0,0,0,0,0,0,random
5,0,0,1,0,0,6,0.8333,0.0,0.0,0.0,1,0.0,0.0883,1,1,1,1,1,1,minimal
15,11,0,1,0,0,27,0.4074,0.0,0.0,0.0,10,1.0,0.2055,1,0,1,1,1,0,tshirt_heavy
12,10,0,2,0,0,24,0.375,0.0,0.0,0.0,5,1.0,0.2455,1,0,1,1,0,0,tshirt_heavy
